id,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
43842,144,Yemen,YEM,1071,1071,0,AFC,2020/2/20
43814,143,Hong Kong,HKG,1072,1073,2,AFC,2020/2/20
43980,141,Solomon Islands,SOL,1073,1073,0,OFC,2020/2/20
43919,141,Suriname,SUR,1073,1073,0,CONCACAF,2020/2/20
43829,136,Myanmar,MYA,1081,1081,0,AFC,2020/2/20
43864,139,Lesotho,LES,1074,1074,0,CAF,2020/2/20
43813,138,Chinese Taipei,TPE,1078,1078,0,AFC,2020/2/20
43955,137,Latvia,LVA,1079,1079,0,UEFA,2020/2/20
43916,139,St. Kitts and Nevis,SKN,1074,1074,0,CONCACAF,2020/2/20
43856,145,Equatorial Guinea,EQG,1066,1066,0,CAF,2020/2/20
43836,157,Singapore,SIN,1020,1020,0,AFC,2020/2/20
43823,147,Kuwait,KUW,1060,1060,0,AFC,2020/2/20
43846,148,Botswana,BOT,1055,1055,0,CAF,2020/2/20
43848,149,Burundi,BDI,1052,1049,2,CAF,2020/2/20
20000,149,Afghanistan,AFG,1052,1052,0,AFC,2020/2/20
43913,151,Nicaragua,NCA,1050,1050,1,CONCACAF,2020/2/20
43865,152,Liberia,LBR,1047,1047,0,CAF,2020/2/20
43885,153,Swaziland,SWZ,1042,1042,0,CAF,2020/2/20
43827,154,Malaysia,MAS,1040,1040,0,AFC,2020/2/20
43828,155,Maldives,MDV,1038,1038,0,AFC,2020/2/20
20010,156,New Caledonia,NCL,1035,1035,0,OFC,2020/2/20
43903,158,Dominican Republic,DOM,1019,1019,0,CONCACAF,2020/2/20
43857,146,Ethiopia,ETH,1061,1061,0,CAF,2020/2/20
20001,135,Andorra,AND,1082,1082,0,UEFA,2020/2/20
43844,124,Angola,ANG,1136,1136,0,CAF,2020/2/20
1896913,133,Comoros,COM,1088,1088,0,CAF,2020/2/20
43905,159,Grenada,GRN,1015,1015,0,CONCACAF,2020/2/20
43892,111,Zimbabwe,ZIM,1180,1180,0,CAF,2020/2/20
43875,112,Niger,NIG,1179,1179,0,CAF,2020/2/20
43839,113,Thailand,THA,1178,1178,0,AFC,2020/2/20
43994,114,Azerbaijan,AZE,1177,1177,0,UEFA,2020/2/20
1942535,115,Kosovo,KVX,1174,1174,0,UEFA,2020/2/20
43821,116,Korea DPR,PRK,1170,1170,0,AFC,2020/2/20
43874,117,Namibia,NAM,1160,1160,0,CAF,2020/2/20
44027,118,Kazakhstan,KAZ,1155,1155,0,UEFA,2020/2/20
43881,118,Sierra Leone,SLE,1155,1155,0,CAF,2020/2/20
43886,134,Tanzania,TAN,1086,1086,0,CAF,2020/2/20
43862,118,Guinea-Bissau,GNB,1155,1155,0,CAF,2020/2/20
43978,122,New Zealand,NZL,1149,1149,0,OFC,2020/2/20
43868,123,Malawi,MWI,1141,1141,0,CAF,2020/2/20
43833,124,Philippines,PHI,1136,1136,0,AFC,2020/2/20
1882218,126,Antigua and Barbuda,ATG,1127,1127,0,CONCACAF,2020/2/20
43887,126,Togo,TOG,1127,1127,0,CAF,2020/2/20
43884,128,Sudan,SDN,1112,1112,0,CAF,2020/2/20
44004,129,Turkmenistan,TKM,1107,1107,0,AFC,2020/2/20
43906,130,Guatemala,GUA,1106,1106,0,CONCACAF,2020/2/20
43877,131,Rwanda,RWA,1089,1089,0,CAF,2020/2/20
43957,131,Lithuania,LTU,1089,1089,0,UEFA,2020/2/20
44003,121,Tajikistan,TJK,1152,1152,0,AFC,2020/2/20
43946,2,France,FRA,1733,1733,0,UEFA,2020/2/20
43959,184,Malta,MLT,919,919,0,UEFA,2020/2/20
43981,161,Tahiti,TAH,1014,1014,0,OFC,2020/2/20
20003,189,Bhutan,BHU,911,911,0,AFC,2020/2/20
20008,190,Mongolia,MNG,906,906,0,AFC,2020/2/20
43810,191,Brunei Darussalam,BRU,904,904,0,AFC,2020/2/20
20012,192,American Samoa,ASA,900,900,0,OFC,2020/2/20
43900,193,Cayman Islands,CAY,897,897,0,CONCACAF,2020/2/20
1882637,194,Samoa,SAM,894,894,0,OFC,2020/2/20
43895,195,Bahamas,BAH,880,880,0,CONCACAF,2020/2/20
1890334,196,Timor-Leste,TLS,879,879,0,AFC,2020/2/20
1941613,196,Gibraltar,GIB,879,879,0,UEFA,2020/2/20
43882,196,Somalia,SOM,879,879,0,CAF,2020/2/20
20007,199,Guam,GUM,873,873,0,AFC,2020/2/20
43832,200,Pakistan,PAK,867,867,1,AFC,2020/2/20
43894,200,Aruba,ARU,867,867,1,CONCACAF,2020/2/20
43880,202,Seychelles,SEY,866,868,2,CAF,2020/2/20
44039,203,Tonga,TGA,862,862,0,OFC,2020/2/20
20011,203,Turks and Caicos Islands,TCA,862,862,0,CONCACAF,2020/2/20
20006,205,Eritrea,ERI,856,856,0,CAF,2020/2/20
43837,206,Sri Lanka,SRI,853,856,1,AFC,2020/2/20
1881967,207,US Virgin Islands,VIR,844,844,0,CONCACAF,2020/2/20
20004,208,British Virgin Islands,VGB,842,842,0,CONCACAF,2020/2/20
43966,209,San Marino,SMR,824,824,0,UEFA,2020/2/20
20002,210,Anguilla,AIA,821,821,0,CONCACAF,2020/2/20
43924,3,Brazil,BRA,1712,1712,0,CONMEBOL,2020/2/20
43824,188,Laos,LAO,912,912,0,AFC,2020/2/20
43859,159,Gambia,GAM,1015,1015,0,CAF,2020/2/20
43809,187,Bangladesh,BAN,914,915,0,AFC,2020/2/20
43944,110,Faroe Islands,FRO,1181,1181,0,UEFA,2020/2/20
43896,162,Barbados,BRB,1009,1011,0,CONCACAF,2020/2/20
43982,163,Vanuatu,VAN,996,996,0,OFC,2020/2/20
43977,163,Fiji,FIJ,996,996,0,OFC,2020/2/20
43979,165,Papua New Guinea,PNG,991,991,0,OFC,2020/2/20
43907,166,Guyana,GUY,988,988,0,CONCACAF,2020/2/20
43918,167,St. Vincent / Grenadines,VIN,986,986,0,CONCACAF,2020/2/20
43898,168,Bermuda,BER,984,984,0,CONCACAF,2020/2/20
1935341,169,South Sudan,SSD,983,983,0,CAF,2020/2/20
43830,170,Nepal,NEP,974,974,0,AFC,2020/2/20
44011,170,Belize,BLZ,974,974,0,CONCACAF,2020/2/20
43871,172,Mauritius,MRI,965,968,0,CAF,2020/2/20
43816,173,Indonesia,IDN,964,964,0,AFC,2020/2/20
44009,173,Cambodia,CAM,964,964,0,AFC,2020/2/20
44036,175,Moldova,MDA,959,959,0,UEFA,2020/2/20
43917,176,St. Lucia,LCA,953,953,0,CONCACAF,2020/2/20
43852,177,Chad,CHA,943,943,0,CAF,2020/2/20
43915,178,Puerto Rico,PUR,941,941,0,CONCACAF,2020/2/20
43902,179,Cuba,CUB,936,936,0,CONCACAF,2020/2/20
43956,180,Liechtenstein,LIE,926,926,0,UEFA,2020/2/20
43878,181,São Tomé and Príncipe,STP,923,923,0,CAF,2020/2/20
43826,182,Macau,MAC,922,922,0,AFC,2020/2/20
20009,183,Montserrat,MSR,921,921,0,CONCACAF,2020/2/20
43996,184,Djibouti,DJI,919,919,0,CAF,2020/2/20
43997,184,Dominica,DMA,919,919,0,CONCACAF,2020/2/20
43851,109,Central African Republic,CTA,1184,1184,0,CAF,2020/2/20
43858,83,Gabon,GAB,1297,1297,0,CAF,2020/2/20
43863,107,Kenya,KEN,1199,1199,1,CAF,2020/2/20
1902465,29,Serbia,SRB,1494,1494,0,UEFA,2020/2/20
43876,31,Nigeria,NGA,1493,1493,0,CAF,2020/2/20
44002,32,Slovakia,SVK,1490,1490,0,UEFA,2020/2/20
43817,33,IR Iran,IRN,1489,1489,0,AFC,2020/2/20
43953,34,Republic of Ireland,IRL,1486,1486,0,UEFA,2020/2/20
43843,35,Algeria,ALG,1482,1482,0,CAF,2020/2/20
43952,36,Northern Ireland,NIR,1476,1476,0,UEFA,2020/2/20
43964,37,Romania,ROU,1475,1475,0,UEFA,2020/2/20
43965,38,Russia,RUS,1470,1470,0,UEFA,2020/2/20
43951,39,Iceland,ISL,1465,1464,0,UEFA,2020/2/20
43972,29,Turkey,TUR,1494,1494,0,UEFA,2020/2/20
43822,40,Korea Republic,KOR,1464,1461,0,AFC,2020/2/20
43976,42,Australia,AUS,1457,1457,0,AFC,2020/2/20
43872,43,Morocco,MAR,1456,1456,0,CAF,2020/2/20
43961,44,Norway,NOR,1451,1451,0,UEFA,2020/2/20
43995,45,Czech Republic,CZE,1446,1446,0,UEFA,2020/2/20
43901,46,Costa Rica,CRC,1439,1442,0,CONCACAF,2020/2/20
43860,46,Ghana,GHA,1439,1439,1,CAF,2020/2/20
43910,48,Jamaica,JAM,1437,1437,0,CONCACAF,2020/2/20
44037,49,Bosnia and Herzegovina,BIH,1430,1430,0,UEFA,2020/2/20
43967,50,Scotland,SCO,1422,1422,0,UEFA,2020/2/20
43855,51,Egypt,EGY,1420,1420,0,CAF,2020/2/20
43928,41,Paraguay,PAR,1461,1461,1,CONMEBOL,2020/2/20
43950,52,Hungary,HUN,1416,1416,0,UEFA,2020/2/20
43819,28,Japan,JPN,1500,1503,0,AFC,2020/2/20
43934,26,Austria,AUT,1507,1507,0,UEFA,2020/2/20
43942,4,England,ENG,1661,1661,0,UEFA,2020/2/20
43930,5,Uruguay,URU,1645,1645,0,CONMEBOL,2020/2/20
43938,6,Croatia,CRO,1642,1642,0,UEFA,2020/2/20
43963,7,Portugal,POR,1639,1639,0,UEFA,2020/2/20
43969,8,Spain,ESP,1636,1636,0,UEFA,2020/2/20
43922,9,Argentina,ARG,1623,1623,0,CONMEBOL,2020/2/20
43926,10,Colombia,COL,1622,1622,0,CONMEBOL,2020/2/20
43911,11,Mexico,MEX,1621,1621,0,CONCACAF,2020/2/20
43971,12,Switzerland,SUI,1608,1608,0,UEFA,2020/2/20
43954,13,Italy,ITA,1607,1607,0,UEFA,2020/2/20
43888,27,Tunisia,TUN,1506,1506,0,CAF,2020/2/20
43960,14,Netherlands,NED,1604,1604,0,UEFA,2020/2/20
43941,16,Denmark,DEN,1598,1598,0,UEFA,2020/2/20
43970,17,Sweden,SWE,1579,1579,0,UEFA,2020/2/20
43925,17,Chile,CHI,1579,1579,0,CONMEBOL,2020/2/20
43962,19,Poland,POL,1559,1559,0,UEFA,2020/2/20
43879,20,Senegal,SEN,1555,1555,0,CAF,2020/2/20
43929,21,Peru,PER,1544,1544,0,CONMEBOL,2020/2/20
43921,22,USA,USA,1542,1540,0,CONCACAF,2020/2/20
43974,23,Wales,WAL,1540,1540,1,UEFA,2020/2/20
43973,24,Ukraine,UKR,1537,1537,0,UEFA,2020/2/20
43931,25,Venezuela,VEN,1517,1517,0,CONMEBOL,2020/2/20
43948,15,Germany,GER,1602,1602,0,UEFA,2020/2/20
43849,53,Cameroon,CMR,1413,1413,0,CAF,2020/2/20
43949,54,Greece,GRE,1409,1409,0,UEFA,2020/2/20
43834,55,Qatar,QAT,1396,1396,0,AFC,2020/2/20
44005,85,Uzbekistan,UZB,1289,1289,0,AFC,2020/2/20
43908,86,Haiti,HAI,1285,1285,0,CONCACAF,2020/2/20
43937,87,Belarus,BLR,1280,1280,0,UEFA,2020/2/20
43891,88,Zambia,ZAM,1279,1277,0,CAF,2020/2/20
43853,89,Congo,CGO,1269,1269,0,CAF,2020/2/20
43825,89,Lebanon,LBN,1269,1269,0,AFC,2020/2/20
43947,91,Georgia,GEO,1267,1267,0,UEFA,2020/2/20
43867,91,Madagascar,MAD,1267,1267,0,CAF,2020/2/20
43984,93,Israel,ISR,1260,1260,0,UEFA,2020/2/20
43841,94,Vietnam,VIE,1258,1258,0,AFC,2020/2/20
43845,84,Benin,BEN,1295,1295,0,CAF,2020/2/20
43939,95,Cyprus,CYP,1251,1251,0,UEFA,2020/2/20
43820,97,Jordan,JOR,1238,1238,0,AFC,2020/2/20
43958,98,Luxembourg,LUX,1236,1236,0,UEFA,2020/2/20
43808,99,Bahrain,BHR,1225,1225,0,AFC,2020/2/20
43870,100,Mauritania,MTN,1223,1223,0,CAF,2020/2/20
43866,101,Libya,LBY,1215,1215,0,CAF,2020/2/20
43933,102,Armenia,ARM,1213,1213,0,UEFA,2020/2/20
43989,103,Palestine,PLE,1204,1199,3,AFC,2020/2/20
43943,104,Estonia,EST,1202,1202,1,UEFA,2020/2/20
43920,105,Trinidad and Tobago,TRI,1201,1201,1,CONCACAF,2020/2/20
43873,106,Mozambique,MOZ,1200,1200,1,CAF,2020/2/20
43999,96,Kyrgyz Republic,KGZ,1240,1240,0,AFC,2020/2/20
43831,82,Oman,OMA,1303,1303,0,AFC,2020/2/20
43914,81,Panama,PAN,1304,1304,0,CONCACAF,2020/2/20
1930407,80,Curaçao,CUW,1313,1313,0,CONCACAF,2020/2/20
20014,56,Congo DR,COD,1389,1389,0,CAF,2020/2/20
43945,58,Finland,FIN,1386,1386,0,UEFA,2020/2/20
43936,59,Bulgaria,BUL,1381,1381,0,UEFA,2020/2/20
43847,59,Burkina Faso,BFA,1381,1381,0,CAF,2020/2/20
43854,61,Côte d'Ivoire,CIV,1378,1380,0,CAF,2020/2/20
43909,62,Honduras,HON,1377,1377,0,CONCACAF,2020/2/20
43927,63,Ecuador,ECU,1368,1368,0,CONMEBOL,2020/2/20
999,64,Montenegro,MNE,1365,1365,0,UEFA,2020/2/20
43968,64,Slovenia,SVN,1365,1365,0,UEFA,2020/2/20
43932,66,Albania,ALB,1356,1356,0,UEFA,2020/2/20
43835,67,Saudi Arabia,KSA,1351,1351,0,AFC,2020/2/20
44000,68,North Macedonia,MKD,1347,1347,0,UEFA,2020/2/20
43904,69,El Salvador,SLV,1346,1346,0,CONCACAF,2020/2/20
43818,70,Iraq,IRQ,1344,1344,0,AFC,2020/2/20
43840,71,United Arab Emirates,UAE,1334,1334,0,AFC,2020/2/20
43883,71,South Africa,RSA,1334,1334,0,CAF,2020/2/20
43899,73,Canada,CAN,1332,1331,0,CONCACAF,2020/2/20
43861,74,Guinea,GUI,1328,1328,0,CAF,2020/2/20
43923,75,Bolivia,BOL,1324,1324,0,CONMEBOL,2020/2/20
43812,76,China PR,CHN,1323,1322,0,AFC,2020/2/20
43889,77,Uganda,UGA,1321,1321,0,CAF,2020/2/20
43850,78,Cabo Verde,CPV,1318,1318,0,CAF,2020/2/20
43838,79,Syria,SYR,1314,1314,0,AFC,2020/2/20
43815,108,India,IND,1187,1187,0,AFC,2020/2/20
43869,56,Mali,MLI,1389,1389,0,CAF,2020/2/20
43935,1,Belgium,BEL,1765,1765,0,UEFA,2020/2/20
43815,108,India,IND,1187,1187,0,AFC,2020/4/9
43850,78,Cabo Verde,CPV,1318,1318,0,CAF,2020/4/9
43889,77,Uganda,UGA,1321,1321,0,CAF,2020/4/9
43812,76,China PR,CHN,1323,1323,0,AFC,2020/4/9
43923,75,Bolivia,BOL,1324,1324,0,CONMEBOL,2020/4/9
43861,74,Guinea,GUI,1328,1328,0,CAF,2020/4/9
43899,73,Canada,CAN,1332,1332,0,CONCACAF,2020/4/9
43883,71,South Africa,RSA,1334,1334,0,CAF,2020/4/9
43840,71,United Arab Emirates,UAE,1334,1334,0,AFC,2020/4/9
43818,70,Iraq,IRQ,1344,1344,0,AFC,2020/4/9
43904,69,El Salvador,SLV,1346,1346,0,CONCACAF,2020/4/9
43838,79,Syria,SYR,1314,1314,0,AFC,2020/4/9
44000,68,North Macedonia,MKD,1347,1347,0,UEFA,2020/4/9
43932,66,Albania,ALB,1356,1356,0,UEFA,2020/4/9
999,64,Montenegro,MNE,1365,1365,0,UEFA,2020/4/9
43968,64,Slovenia,SVN,1365,1365,0,UEFA,2020/4/9
43927,63,Ecuador,ECU,1368,1368,0,CONMEBOL,2020/4/9
43909,62,Honduras,HON,1377,1377,0,CONCACAF,2020/4/9
43854,61,Côte d'Ivoire,CIV,1378,1378,0,CAF,2020/4/9
43936,59,Bulgaria,BUL,1381,1381,0,UEFA,2020/4/9
43847,59,Burkina Faso,BFA,1381,1381,0,CAF,2020/4/9
43945,58,Finland,FIN,1386,1386,0,UEFA,2020/4/9
20014,56,Congo DR,COD,1389,1389,0,CAF,2020/4/9
43835,67,Saudi Arabia,KSA,1351,1351,0,AFC,2020/4/9
1930407,80,Curaçao,CUW,1313,1313,0,CONCACAF,2020/4/9
43914,81,Panama,PAN,1305,1304,0,CONCACAF,2020/4/9
43831,82,Oman,OMA,1303,1303,0,AFC,2020/4/9
43920,105,Trinidad and Tobago,TRI,1201,1201,0,CONCACAF,2020/4/9
43943,104,Estonia,EST,1202,1202,0,UEFA,2020/4/9
43989,103,Palestine,PLE,1204,1204,0,AFC,2020/4/9
43933,102,Armenia,ARM,1213,1213,0,UEFA,2020/4/9
43866,101,Libya,LBY,1215,1215,0,CAF,2020/4/9
43870,100,Mauritania,MTN,1223,1223,0,CAF,2020/4/9
43808,99,Bahrain,BHR,1225,1225,0,AFC,2020/4/9
43958,98,Luxembourg,LUX,1236,1236,0,UEFA,2020/4/9
43820,97,Jordan,JOR,1238,1238,0,AFC,2020/4/9
43999,96,Kyrgyz Republic,KGZ,1240,1240,0,AFC,2020/4/9
43939,95,Cyprus,CYP,1251,1251,0,UEFA,2020/4/9
43841,94,Vietnam,VIE,1258,1258,0,AFC,2020/4/9
43984,93,Israel,ISR,1260,1260,0,UEFA,2020/4/9
43947,91,Georgia,GEO,1267,1267,0,UEFA,2020/4/9
43867,91,Madagascar,MAD,1267,1267,0,CAF,2020/4/9
43825,89,Lebanon,LBN,1269,1269,0,AFC,2020/4/9
43853,89,Congo,CGO,1269,1269,0,CAF,2020/4/9
43891,88,Zambia,ZAM,1279,1279,0,CAF,2020/4/9
43937,87,Belarus,BLR,1283,1280,0,UEFA,2020/4/9
43908,86,Haiti,HAI,1285,1285,0,CONCACAF,2020/4/9
44005,85,Uzbekistan,UZB,1286,1289,0,AFC,2020/4/9
43845,84,Benin,BEN,1295,1295,0,CAF,2020/4/9
43858,83,Gabon,GAB,1297,1297,0,CAF,2020/4/9
43869,56,Mali,MLI,1389,1389,0,CAF,2020/4/9
43873,106,Mozambique,MOZ,1200,1200,0,CAF,2020/4/9
43834,55,Qatar,QAT,1396,1396,0,AFC,2020/4/9
43849,53,Cameroon,CMR,1413,1413,0,CAF,2020/4/9
43931,25,Venezuela,VEN,1517,1517,0,CONMEBOL,2020/4/9
43973,24,Ukraine,UKR,1537,1537,0,UEFA,2020/4/9
43974,23,Wales,WAL,1540,1540,0,UEFA,2020/4/9
43921,22,USA,USA,1542,1542,0,CONCACAF,2020/4/9
43929,21,Peru,PER,1544,1544,0,CONMEBOL,2020/4/9
43879,20,Senegal,SEN,1555,1555,0,CAF,2020/4/9
43962,19,Poland,POL,1559,1559,0,UEFA,2020/4/9
43970,17,Sweden,SWE,1579,1579,0,UEFA,2020/4/9
43925,17,Chile,CHI,1579,1579,0,CONMEBOL,2020/4/9
43941,16,Denmark,DEN,1598,1598,0,UEFA,2020/4/9
43934,26,Austria,AUT,1507,1507,0,UEFA,2020/4/9
43948,15,Germany,GER,1602,1602,0,UEFA,2020/4/9
43954,13,Italy,ITA,1607,1607,0,UEFA,2020/4/9
43971,12,Switzerland,SUI,1608,1608,0,UEFA,2020/4/9
43911,11,Mexico,MEX,1621,1621,0,CONCACAF,2020/4/9
43926,10,Colombia,COL,1622,1622,0,CONMEBOL,2020/4/9
43922,9,Argentina,ARG,1623,1623,0,CONMEBOL,2020/4/9
43969,8,Spain,ESP,1636,1636,0,UEFA,2020/4/9
43963,7,Portugal,POR,1639,1639,0,UEFA,2020/4/9
43938,6,Croatia,CRO,1642,1642,0,UEFA,2020/4/9
43930,5,Uruguay,URU,1645,1645,0,CONMEBOL,2020/4/9
43942,4,England,ENG,1661,1661,0,UEFA,2020/4/9
43960,14,Netherlands,NED,1604,1604,0,UEFA,2020/4/9
43888,27,Tunisia,TUN,1506,1506,0,CAF,2020/4/9
43819,28,Japan,JPN,1500,1500,0,AFC,2020/4/9
43972,29,Turkey,TUR,1494,1494,0,UEFA,2020/4/9
43950,52,Hungary,HUN,1416,1416,0,UEFA,2020/4/9
43855,51,Egypt,EGY,1420,1420,0,CAF,2020/4/9
43967,50,Scotland,SCO,1422,1422,0,UEFA,2020/4/9
44037,49,Bosnia and Herzegovina,BIH,1430,1430,0,UEFA,2020/4/9
43910,48,Jamaica,JAM,1438,1437,0,CONCACAF,2020/4/9
43860,46,Ghana,GHA,1439,1439,0,CAF,2020/4/9
43901,46,Costa Rica,CRC,1439,1439,0,CONCACAF,2020/4/9
43995,45,Czech Republic,CZE,1446,1446,0,UEFA,2020/4/9
43961,44,Norway,NOR,1451,1451,0,UEFA,2020/4/9
43872,43,Morocco,MAR,1456,1456,0,CAF,2020/4/9
43976,42,Australia,AUS,1457,1457,0,AFC,2020/4/9
43928,41,Paraguay,PAR,1461,1461,0,CONMEBOL,2020/4/9
43822,40,Korea Republic,KOR,1464,1464,0,AFC,2020/4/9
43951,39,Iceland,ISL,1465,1465,0,UEFA,2020/4/9
43965,38,Russia,RUS,1470,1470,0,UEFA,2020/4/9
43964,37,Romania,ROU,1475,1475,0,UEFA,2020/4/9
43952,36,Northern Ireland,NIR,1476,1476,0,UEFA,2020/4/9
43843,35,Algeria,ALG,1482,1482,0,CAF,2020/4/9
43953,34,Republic of Ireland,IRL,1486,1486,0,UEFA,2020/4/9
43817,33,IR Iran,IRN,1489,1489,0,AFC,2020/4/9
44002,32,Slovakia,SVK,1490,1490,0,UEFA,2020/4/9
43876,31,Nigeria,NGA,1493,1493,0,CAF,2020/4/9
1902465,29,Serbia,SRB,1494,1494,0,UEFA,2020/4/9
43949,54,Greece,GRE,1409,1409,0,UEFA,2020/4/9
43863,107,Kenya,KEN,1199,1199,0,CAF,2020/4/9
43924,3,Brazil,BRA,1712,1712,0,CONMEBOL,2020/4/9
43851,109,Central African Republic,CTA,1184,1184,0,CAF,2020/4/9
20009,183,Montserrat,MSR,921,921,0,CONCACAF,2020/4/9
43826,182,Macau,MAC,922,922,0,AFC,2020/4/9
43878,181,São Tomé and Príncipe,STP,923,923,0,CAF,2020/4/9
43956,180,Liechtenstein,LIE,926,926,0,UEFA,2020/4/9
43902,179,Cuba,CUB,936,936,0,CONCACAF,2020/4/9
43915,178,Puerto Rico,PUR,941,941,0,CONCACAF,2020/4/9
43852,177,Chad,CHA,943,943,0,CAF,2020/4/9
43917,176,St. Lucia,LCA,953,953,0,CONCACAF,2020/4/9
44036,175,Moldova,MDA,959,959,0,UEFA,2020/4/9
44009,173,Cambodia,CAM,964,964,0,AFC,2020/4/9
43959,184,Malta,MLT,919,919,0,UEFA,2020/4/9
43816,173,Indonesia,IDN,964,964,0,AFC,2020/4/9
44011,170,Belize,BLZ,974,974,0,CONCACAF,2020/4/9
43830,170,Nepal,NEP,974,974,0,AFC,2020/4/9
43898,168,Bermuda,BER,983,984,0,CONCACAF,2020/4/9
1935341,168,South Sudan,SSD,983,983,1,CAF,2020/4/9
43918,167,St. Vincent / Grenadines,VIN,986,986,0,CONCACAF,2020/4/9
43907,166,Guyana,GUY,988,988,0,CONCACAF,2020/4/9
43979,165,Papua New Guinea,PNG,991,991,0,OFC,2020/4/9
43982,163,Vanuatu,VAN,996,996,0,OFC,2020/4/9
43977,163,Fiji,FIJ,996,996,0,OFC,2020/4/9
43935,1,Belgium,BEL,1765,1765,0,UEFA,2020/4/9
43871,172,Mauritius,MRI,965,965,0,CAF,2020/4/9
43996,184,Djibouti,DJI,919,919,0,CAF,2020/4/9
43997,184,Dominica,DMA,919,919,0,CONCACAF,2020/4/9
43809,187,Bangladesh,BAN,914,914,0,AFC,2020/4/9
20002,210,Anguilla,AIA,821,821,0,CONCACAF,2020/4/9
43966,209,San Marino,SMR,824,824,0,UEFA,2020/4/9
20004,208,British Virgin Islands,VGB,842,842,0,CONCACAF,2020/4/9
1881967,207,US Virgin Islands,VIR,844,844,0,CONCACAF,2020/4/9
43837,206,Sri Lanka,SRI,853,853,0,AFC,2020/4/9
20006,205,Eritrea,ERI,856,856,0,CAF,2020/4/9
20011,203,Turks and Caicos Islands,TCA,862,862,0,CONCACAF,2020/4/9
44039,203,Tonga,TGA,862,862,0,OFC,2020/4/9
43880,202,Seychelles,SEY,866,866,0,CAF,2020/4/9
43832,200,Pakistan,PAK,867,867,0,AFC,2020/4/9
43894,200,Aruba,ARU,867,867,0,CONCACAF,2020/4/9
20007,199,Guam,GUM,873,873,0,AFC,2020/4/9
43882,196,Somalia,SOM,879,879,0,CAF,2020/4/9
1941613,196,Gibraltar,GIB,879,879,0,UEFA,2020/4/9
1890334,196,Timor-Leste,TLS,879,879,0,AFC,2020/4/9
43895,195,Bahamas,BAH,880,880,0,CONCACAF,2020/4/9
1882637,194,Samoa,SAM,894,894,0,OFC,2020/4/9
43900,193,Cayman Islands,CAY,897,897,0,CONCACAF,2020/4/9
20012,192,American Samoa,ASA,900,900,0,OFC,2020/4/9
43810,191,Brunei Darussalam,BRU,904,904,0,AFC,2020/4/9
20008,190,Mongolia,MNG,906,906,0,AFC,2020/4/9
20003,189,Bhutan,BHU,911,911,0,AFC,2020/4/9
43824,188,Laos,LAO,912,912,0,AFC,2020/4/9
43896,162,Barbados,BRB,1009,1009,0,CONCACAF,2020/4/9
43946,2,France,FRA,1733,1733,0,UEFA,2020/4/9
43981,161,Tahiti,TAH,1014,1014,0,OFC,2020/4/9
43905,159,Grenada,GRN,1015,1015,0,CONCACAF,2020/4/9
43957,131,Lithuania,LTU,1089,1089,0,UEFA,2020/4/9
43906,130,Guatemala,GUA,1104,1106,0,CONCACAF,2020/4/9
44004,129,Turkmenistan,TKM,1107,1107,0,AFC,2020/4/9
43884,128,Sudan,SDN,1112,1112,0,CAF,2020/4/9
43887,126,Togo,TOG,1127,1127,0,CAF,2020/4/9
1882218,126,Antigua and Barbuda,ATG,1127,1127,0,CONCACAF,2020/4/9
43844,124,Angola,ANG,1136,1136,0,CAF,2020/4/9
43833,124,Philippines,PHI,1136,1136,0,AFC,2020/4/9
43868,123,Malawi,MWI,1141,1141,0,CAF,2020/4/9
43978,122,New Zealand,NZL,1149,1149,0,OFC,2020/4/9
43877,131,Rwanda,RWA,1089,1089,0,CAF,2020/4/9
44003,121,Tajikistan,TJK,1152,1152,0,AFC,2020/4/9
43881,118,Sierra Leone,SLE,1155,1155,0,CAF,2020/4/9
44027,118,Kazakhstan,KAZ,1155,1155,0,UEFA,2020/4/9
43874,117,Namibia,NAM,1160,1160,0,CAF,2020/4/9
43821,116,Korea DPR,PRK,1170,1170,0,AFC,2020/4/9
1942535,115,Kosovo,KVX,1174,1174,0,UEFA,2020/4/9
43994,114,Azerbaijan,AZE,1177,1177,0,UEFA,2020/4/9
43839,113,Thailand,THA,1178,1178,0,AFC,2020/4/9
43875,112,Niger,NIG,1179,1179,0,CAF,2020/4/9
43892,111,Zimbabwe,ZIM,1180,1180,0,CAF,2020/4/9
43944,110,Faroe Islands,FRO,1181,1181,0,UEFA,2020/4/9
43862,118,Guinea-Bissau,GNB,1155,1155,0,CAF,2020/4/9
1896913,133,Comoros,COM,1088,1088,0,CAF,2020/4/9
43886,134,Tanzania,TAN,1086,1086,0,CAF,2020/4/9
43846,148,Botswana,BOT,1055,1055,0,CAF,2020/4/9
43836,157,Singapore,SIN,1020,1020,0,AFC,2020/4/9
20010,156,New Caledonia,NCL,1035,1035,0,OFC,2020/4/9
43828,155,Maldives,MDV,1038,1038,0,AFC,2020/4/9
43827,154,Malaysia,MAS,1040,1040,0,AFC,2020/4/9
43885,153,Swaziland,SWZ,1042,1042,0,CAF,2020/4/9
43865,152,Liberia,LBR,1047,1047,0,CAF,2020/4/9
43913,151,Nicaragua,NCA,1051,1050,0,CONCACAF,2020/4/9
43848,149,Burundi,BDI,1052,1052,0,CAF,2020/4/9
20000,149,Afghanistan,AFG,1052,1052,0,AFC,2020/4/9
